,carat,cut,color,clarity,depth,table,x,y,z,price_predicted,price_predict,carat_log
2642,1.12,Very Good,E,SI2,60.9,63.0,6.59,6.65,4.03,5649.642015375149,6429.086751529736,0.11332868530700327
2643,0.34,Premium,I,VS1,61.0,60.0,4.51,4.48,2.74,766.3879710269738,362.6668473568593,-1.0788096613719298
2644,0.3,Premium,G,VS1,62.5,55.0,4.32,4.25,2.68,621.3865913129209,51.56839073260926,-1.2039728043259361
2645,0.7,Ideal,G,VS1,61.4,57.0,5.7,5.73,3.51,2570.2674977629886,3162.5529569751097,-0.35667494393873245
2646,1.0,Premium,F,SI1,59.7,60.0,6.48,6.51,3.88,4672.470742601347,5495.791381656985,0.0
2647,0.43,Ideal,D,VS2,61.8,56.0,4.81,4.83,2.98,1135.9309301583232,1062.6383747614223,-0.843970070294529
2648,1.01,Ideal,H,SI1,62.4,53.0,6.42,6.47,4.02,4751.031285514873,5573.565995813048,0.009950330853168092
2649,0.71,Good,D,SI2,56.6,63.0,5.9,5.76,3.3,2632.0923079581053,3240.327571131172,-0.342490308946776
2650,1.12,Ideal,E,SI2,62.0,57.0,6.61,6.63,4.11,5649.642015375149,6429.086751529736,0.11332868530700327
2651,0.72,Ideal,H,VS2,62.8,57.0,5.74,5.7,3.59,2694.5083150836263,3318.1021852872345,-0.3285040669720361
2652,0.71,Premium,E,SI1,61.8,59.0,5.75,5.7,3.54,2632.0923079581053,3240.327571131172,-0.342490308946776
2653,0.52,Ideal,D,VS2,61.9,55.0,5.19,5.21,3.22,1561.9068580492603,1762.6099021659852,-0.6539264674066639
2654,0.3,Premium,D,VS1,60.2,59.0,4.39,4.42,2.65,621.3865913129209,51.56839073260926,-1.2039728043259361
2655,0.35,Premium,E,VS2,61.6,58.0,4.57,4.52,2.8,804.5336310506847,440.4414615129217,-1.0498221244986778
2656,0.32,Ideal,I,VS2,61.5,56.0,4.4,4.41,2.71,692.3559648221893,207.11761904473406,-1.1394342831883648
2657,1.01,Very Good,I,SI1,64.2,55.0,6.28,6.34,4.05,4751.031285514873,5573.565995813048,0.009950330853168092
2658,0.58,Ideal,E,VS2,61.9,57.0,5.37,5.33,3.31,1875.5313480233458,2229.257587102359,-0.5447271754416722
2659,0.9,Good,J,SI1,64.3,63.0,6.05,6.01,3.88,3916.2557342213877,4718.04524009636,-0.10536051565782628
2660,0.27,Very Good,F,VVS1,62.0,58.0,4.18,4.21,2.6,520.8184139517327,-181.75545173557794,-1.3093333199837622
2661,0.41,Ideal,D,VS1,61.8,57.0,4.8,4.75,2.95,1048.7956305905404,907.0891464492965,-0.8915981192837836
2662,1.01,Very Good,H,VS2,63.5,61.0,6.32,6.24,3.99,4751.031285514873,5573.565995813048,0.009950330853168092
2663,1.01,Fair,G,SI2,68.5,63.0,6.08,6.0,4.14,4751.031285514873,5573.565995813048,0.009950330853168092
2664,0.38,Ideal,I,SI1,61.5,56.0,4.67,4.7,2.88,923.4056669432248,673.7653039811094,-0.9675840262617056
2665,1.09,Premium,G,VS2,59.9,56.0,6.73,6.59,3.99,5398.361258379835,6195.762909061548,0.08617769624105241
2666,1.01,Ideal,F,SI2,62.9,57.0,6.35,6.41,4.01,4751.031285514873,5573.565995813048,0.009950330853168092
2667,0.41,Premium,G,VS1,60.7,58.0,4.83,4.79,2.92,1048.7956305905404,907.0891464492965,-0.8915981192837836
2668,1.5,Very Good,I,SI1,60.2,63.0,7.38,7.33,4.43,9217.680181288046,9384.522089460112,0.4054651081081644
2669,1.23,Ideal,G,VS2,61.5,54.0,6.92,6.89,4.25,6609.978328705421,7284.607507246423,0.20701416938432612
2670,0.51,Very Good,F,VS2,62.0,58.0,5.08,5.11,3.16,1511.9022891473296,1684.835288009922,-0.6733445532637656
2671,0.73,Ideal,I,VS1,62.1,54.0,5.77,5.8,3.59,2757.5128435314978,3395.8767994432974,-0.31471074483970024
2672,0.43,Very Good,E,SI1,63.1,56.0,4.83,4.8,3.04,1135.9309301583232,1062.6383747614223,-0.843970070294529
2673,1.58,Ideal,G,VS1,61.3,57.0,7.48,7.54,4.6,10056.226703886547,10006.719002708613,0.4574248470388755
2674,0.53,Ideal,E,VS2,62.7,54.0,5.18,5.15,3.24,1612.5654587464296,1840.3845163220476,-0.6348782724359695
2675,0.65,Very Good,F,VS2,64.0,55.3,5.5,5.57,3.54,2270.1086706296837,2773.6798861947973,-0.4307829160924542
2676,0.35,Premium,H,VS1,62.6,59.0,4.5,4.45,2.8,804.5336310506847,440.4414615129217,-1.0498221244986778
2677,2.1,Premium,J,VS2,61.3,59.0,8.27,8.21,5.05,16198.973340137885,14050.998938823863,0.7419373447293773
2678,1.04,Ideal,H,VS1,62.7,55.0,6.43,6.49,4.05,4989.870251333483,5806.889838281236,0.03922071315328133
2679,1.35,Premium,J,SI1,61.1,61.0,7.13,7.1,4.35,7725.846742507485,8217.902877119173,0.30010459245033816
2680,1.06,Ideal,H,SI2,62.5,57.1,6.46,6.5,4.05,5151.710788296554,5962.439066593361,0.058268908123975824
2681,1.0,Very Good,F,VS2,61.6,56.0,6.42,6.47,3.97,4672.470742601347,5495.791381656985,0.0
2682,0.7,Very Good,F,VVS1,63.0,60.0,5.59,5.62,3.53,2570.2674977629886,3162.5529569751097,-0.35667494393873245
2683,0.38,Premium,F,VS1,60.9,58.0,4.71,4.68,2.86,923.4056669432248,673.7653039811094,-0.9675840262617056
2684,0.39,Good,G,VS2,63.7,53.0,4.62,4.67,2.96,964.486283295726,751.5399181371722,-0.941608539858445
2685,0.83,Good,H,SI2,63.9,56.0,5.99,5.93,3.81,3419.3711674028964,4173.622941003922,-0.18632957819149348
2686,0.9,Very Good,F,VVS2,61.0,63.0,6.13,6.09,3.73,3916.2557342213877,4718.04524009636,-0.10536051565782628
2687,0.7,Fair,H,SI1,65.5,57.0,5.59,5.55,3.65,2570.2674977629886,3162.5529569751097,-0.35667494393873245
2688,0.42,Premium,F,VVS2,61.7,59.0,4.78,4.82,2.96,1092.0128089311283,984.8637606053594,-0.8675005677047231
2689,1.23,Premium,F,VS2,60.8,59.0,6.9,6.94,4.21,6609.978328705421,7284.607507246423,0.20701416938432612
2690,0.32,Ideal,F,VS2,61.2,56.0,4.41,4.44,2.71,692.3559648221893,207.11761904473406,-1.1394342831883648
2691,1.08,Premium,G,VS1,61.5,61.0,6.62,6.55,4.05,5315.627911333783,6117.988294905486,0.0769610411361284
2692,0.43,Premium,G,SI1,62.6,59.0,4.8,4.82,3.01,1135.9309301583232,1062.6383747614223,-0.843970070294529
2693,1.5,Very Good,G,VVS2,60.9,56.0,7.34,7.37,4.48,9217.680181288046,9384.522089460112,0.4054651081081644
2694,0.38,Good,D,VVS1,61.3,61.0,4.68,4.72,2.88,923.4056669432248,673.7653039811094,-0.9675840262617056
2695,0.73,Good,E,SI1,63.2,58.0,5.7,5.76,3.62,2757.5128435314978,3395.8767994432974,-0.31471074483970024
2696,1.01,Very Good,H,SI1,61.9,57.0,6.36,6.41,3.95,4751.031285514873,5573.565995813048,0.009950330853168092
2697,0.4,Premium,F,VS1,62.5,59.0,4.69,4.66,2.92,1006.2848951620792,829.3145322932346,-0.916290731874155
2698,1.57,Ideal,J,VVS2,61.4,57.0,7.45,7.5,4.59,9949.80201731575,9928.944388552549,0.45107561936021673
2699,1.29,Ideal,J,VS2,60.9,58.0,7.05,7.0,4.28,7159.143890621413,7751.255192182799,0.25464221837358075
2700,0.25,Very Good,F,VVS2,62.4,55.0,4.03,4.06,2.52,457.80269838091414,-337.30468004770273,-1.3862943611198906
2701,0.34,Ideal,E,VS2,62.5,55.0,4.45,4.48,2.79,766.3879710269738,362.6668473568593,-1.0788096613719298
2702,0.39,Premium,F,SI1,60.1,59.0,4.77,4.74,2.86,964.486283295726,751.5399181371722,-0.941608539858445
2703,0.41,Ideal,F,VVS1,61.9,56.0,4.79,4.77,2.96,1048.7956305905404,907.0891464492965,-0.8915981192837836
2704,0.53,Ideal,E,VS2,62.8,55.0,5.21,5.17,3.26,1612.5654587464296,1840.3845163220476,-0.6348782724359695
2705,1.25,Premium,G,VS1,61.8,58.0,6.94,6.91,4.28,6791.068424714163,7440.1567355585485,0.22314355131420976
2706,0.71,Premium,F,VS1,61.1,58.0,5.76,5.72,3.51,2632.0923079581053,3240.327571131172,-0.342490308946776
2707,0.36,Ideal,E,VS2,62.6,56.0,4.56,4.52,2.84,843.4229357517228,518.2160756689846,-1.0216512475319814
2708,0.51,Very Good,E,VVS2,61.3,55.0,5.14,5.16,3.16,1511.9022891473296,1684.835288009922,-0.6733445532637656
2709,0.5,Ideal,D,VVS2,60.4,54.0,5.23,5.17,3.14,1462.5558840840129,1607.0606738538595,-0.6931471805599453
2710,0.91,Premium,D,SI1,63.0,59.0,6.15,6.11,3.86,3989.445187021826,4795.819854252423,-0.09431067947124129
2711,0.32,Premium,G,VS1,61.4,58.0,4.4,4.36,2.69,692.3559648221893,207.11761904473406,-1.1394342831883648
2712,1.11,Ideal,J,SI2,62.6,54.0,6.61,6.64,4.15,5565.369822768381,6351.312137373674,0.10436001532424286
2713,2.16,Premium,J,SI1,60.5,59.0,8.41,8.35,5.07,16981.994441749128,14517.64662376024,0.7701082216960737
2714,1.19,Premium,E,VS1,59.8,58.0,7.01,6.94,4.17,6253.745040391304,6973.509050622173,0.17395330712343798
2715,0.35,Ideal,E,VS1,61.9,56.0,4.53,4.55,2.81,804.5336310506847,440.4414615129217,-1.0498221244986778
2716,0.54,Very Good,F,VS1,61.6,59.0,5.26,5.2,3.22,1663.8740631244978,1918.15913047811,-0.616186139423817
2717,0.34,Ideal,F,VS2,60.7,56.0,4.56,4.53,2.76,766.3879710269738,362.6668473568593,-1.0788096613719298
2718,1.27,Premium,J,SI2,60.4,58.0,7.04,7.0,4.24,6974.126981290285,7595.705963870674,0.23901690047049992
2719,0.47,Ideal,H,IF,62.4,57.0,4.97,5.0,3.11,1318.5086343930957,1373.7368313856723,-0.7550225842780328
2720,1.22,Premium,H,VS1,58.9,59.0,7.02,6.96,4.12,6520.174671080099,7206.832893090361,0.19885085874516517
2721,1.76,Ideal,I,SI2,61.2,55.0,7.79,7.76,4.76,12048.990596118003,11406.662057517737,0.5653138090500605
2722,0.53,Very Good,G,SI1,63.4,54.0,5.09,5.13,3.24,1612.5654587464296,1840.3845163220476,-0.6348782724359695
2723,0.35,Premium,D,VS2,59.7,58.0,4.61,4.57,2.74,804.5336310506847,440.4414615129217,-1.0498221244986778
2724,1.5,Good,H,SI2,63.6,60.0,7.3,7.23,4.63,9217.680181288046,9384.522089460112,0.4054651081081644
2725,2.04,Premium,G,SI2,60.3,59.0,8.23,8.3,4.98,15430.925236345016,13584.351253887487,0.712949807856125
2726,0.31,Ideal,H,VVS1,62.3,53.0,4.35,4.38,2.72,656.4845266114595,129.3430048886721,-1.171182981502945
2727,0.55,Premium,D,VVS1,60.3,59.0,5.34,5.3,3.21,1715.8287424954092,1995.9337446341726,-0.5978370007556204
2728,0.7,Ideal,G,SI1,61.9,58.0,5.66,5.69,3.51,2570.2674977629886,3162.5529569751097,-0.35667494393873245
2729,0.52,Premium,F,SI1,59.5,59.0,5.24,5.31,3.14,1561.9068580492603,1762.6099021659852,-0.6539264674066639
2730,0.32,Ideal,G,VS2,60.3,57.0,4.46,4.43,2.68,692.3559648221893,207.11761904473406,-1.1394342831883648
2731,0.29,Very Good,G,VVS1,62.0,58.0,4.19,4.23,2.61,587.0704301742494,-26.20622342345314,-1.2378743560016174
2732,1.21,Ideal,I,VVS1,61.6,55.0,6.88,6.8,4.21,6430.867017572213,7129.058278934299,0.1906203596086497
2733,1.27,Ideal,F,VS2,62.8,56.0,6.9,6.86,4.32,6974.126981290285,7595.705963870674,0.23901690047049992
2734,0.37,Very Good,D,SI1,61.0,62.0,4.61,4.64,2.82,883.0491209618087,595.990689825047,-0.9942522733438669
2735,1.01,Premium,F,SI1,60.6,58.0,6.54,6.49,3.95,4751.031285514873,5573.565995813048,0.009950330853168092
2736,0.76,Ideal,F,VS2,61.0,55.0,5.89,5.92,3.6,2950.0315231008713,3629.200641911485,-0.2744368457017603
2737,0.59,Ideal,E,SI1,62.9,57.0,5.36,5.33,3.36,1930.032886174904,2307.032201258422,-0.527632742082372
2738,1.8,Good,I,SI2,63.2,58.0,7.66,7.75,4.87,12511.378565308261,11717.760514141988,0.5877866649021191
2739,0.75,Ideal,F,SI2,62.1,55.0,5.83,5.87,3.63,2885.277004269015,3551.4260277554226,-0.2876820724517809
2740,1.07,Ideal,D,IF,60.9,54.0,6.66,6.73,4.08,5233.410568281698,6040.2136807494235,0.06765864847381486
2741,0.4,Premium,D,VS2,59.1,57.0,4.87,4.81,2.86,1006.2848951620792,829.3145322932346,-0.916290731874155
2742,0.28,Good,J,VVS2,58.4,60.0,4.27,4.33,2.51,553.5446880262255,-103.98083757951508,-1.2729656758128873
2743,0.71,Very Good,E,VS2,62.9,57.0,5.68,5.7,3.58,2632.0923079581053,3240.327571131172,-0.342490308946776
2744,0.6,Ideal,I,SI2,62.2,54.0,5.4,5.44,3.37,1985.162207714739,2384.806815414485,-0.5108256237659907
2745,1.05,Ideal,F,VVS2,62.1,54.0,6.55,6.52,4.06,5070.530149868527,5884.664452437299,0.04879016416943205
2746,0.33,Ideal,E,VVS1,61.5,56.0,4.49,4.46,2.75,728.9929808348528,284.8922332007969,-1.1086626245216111
2747,0.71,Ideal,E,VS2,62.0,57.0,5.71,5.74,3.55,2632.0923079581053,3240.327571131172,-0.342490308946776
2748,1.01,Premium,F,SI1,62.8,59.0,6.4,6.36,4.01,4751.031285514873,5573.565995813048,0.009950330853168092
2749,0.33,Premium,I,VS1,61.6,60.0,4.42,4.45,2.73,728.9929808348528,284.8922332007969,-1.1086626245216111
2750,0.9,Very Good,F,VS2,64.2,59.0,6.07,6.11,3.91,3916.2557342213877,4718.04524009636,-0.10536051565782628
2751,0.74,Ideal,F,VS1,62.3,57.0,5.79,5.77,3.6,2821.1032664628606,3473.6514135993602,-0.3011050927839216
2752,1.04,Premium,G,I1,62.2,58.0,6.46,6.41,4.0,4989.870251333483,5806.889838281236,0.03922071315328133
2753,0.51,Ideal,D,VS2,62.4,55.0,5.12,5.14,3.2,1511.9022891473296,1684.835288009922,-0.6733445532637656
2754,0.58,Very Good,H,SI1,63.3,56.0,5.34,5.31,3.37,1875.5313480233458,2229.257587102359,-0.5447271754416722
2755,1.02,Very Good,D,SI2,63.4,59.0,6.41,6.37,4.05,4830.119169181164,5651.340609969111,0.01980262729617973
2756,0.41,Ideal,I,VS2,62.0,57.0,4.74,4.77,2.95,1048.7956305905404,907.0891464492965,-0.8915981192837836
2757,0.43,Ideal,I,VVS2,62.6,57.0,4.79,4.82,3.01,1135.9309301583232,1062.6383747614223,-0.843970070294529
2758,1.13,Ideal,E,VS2,61.4,58.0,6.71,6.74,4.13,5734.42416173472,6506.861365685798,0.12221763272424911
2759,0.39,Fair,E,SI1,65.6,60.0,4.5,4.56,2.97,964.486283295726,751.5399181371722,-0.941608539858445
2760,1.0,Premium,J,SI2,62.7,58.0,6.32,6.28,3.95,4672.470742601347,5495.791381656985,0.0
2761,0.56,Good,E,VS2,62.3,63.0,5.22,5.27,3.27,1768.4256633686064,2073.7083587902353,-0.579818495252942
2762,1.15,Premium,G,SI1,63.0,59.0,6.68,6.63,4.19,5905.512460925488,6662.410593997922,0.13976194237515863
2763,0.81,Ideal,H,IF,61.6,58.0,5.98,6.01,3.69,3282.430178959913,4018.073712691798,-0.21072103131565253
2764,1.27,Premium,J,VVS1,60.1,58.0,7.06,6.99,4.22,6974.126981290285,7595.705963870674,0.23901690047049992
2765,0.73,Ideal,G,VS2,61.6,56.0,5.8,5.83,3.58,2757.5128435314978,3395.8767994432974,-0.31471074483970024
2766,0.31,Ideal,G,VVS1,60.8,56.0,4.36,4.39,2.66,656.4845266114595,129.3430048886721,-1.171182981502945
2767,0.68,Very Good,G,IF,62.7,56.0,5.56,5.6,3.5,2448.402424190341,3007.0037286629854,-0.3856624808119846
2768,0.51,Good,D,VS2,60.1,65.0,5.14,5.17,3.1,1511.9022891473296,1684.835288009922,-0.6733445532637656
2769,1.2,Very Good,I,VS1,63.1,58.0,6.7,6.62,4.2,6342.056693904903,7051.283664778235,0.1823215567939546
2770,0.4,Very Good,H,VS1,63.4,58.0,4.74,4.66,2.98,1006.2848951620792,829.3145322932346,-0.916290731874155
2771,1.54,Fair,I,SI2,64.6,56.0,7.3,7.26,4.7,9633.274037397745,9695.620546084361,0.43178241642553783
2772,0.77,Very Good,E,SI2,60.4,58.0,5.91,5.95,3.58,3015.3643334630774,3706.975256067548,-0.2613647641344075
2773,0.44,Very Good,E,SI1,62.2,60.0,4.79,4.86,3.0,1180.5446650262113,1140.4129889174847,-0.8209805520698302
2774,0.92,Premium,G,SI2,58.4,58.0,6.4,6.34,3.73,4063.180116596073,4873.594468408485,-0.08338160893905101
2775,1.01,Premium,E,SI1,59.5,60.0,6.54,6.46,3.87,4751.031285514873,5573.565995813048,0.009950330853168092
2776,0.82,Fair,F,SI1,64.9,58.0,5.83,5.79,3.77,3350.61856591658,4095.84832684786,-0.19845093872383832
2777,0.41,Ideal,G,VS1,61.7,57.0,4.81,4.78,2.96,1048.7956305905404,907.0891464492965,-0.8915981192837836
2778,0.44,Very Good,F,VVS1,62.1,60.0,4.84,4.92,3.03,1180.5446650262113,1140.4129889174847,-0.8209805520698302
2779,0.56,Ideal,D,SI2,62.2,55.0,5.29,5.32,3.3,1768.4256633686064,2073.7083587902353,-0.579818495252942
2780,0.26,Very Good,E,VVS2,61.7,61.0,4.08,4.12,2.53,488.90109568868417,-259.5300658916408,-1.3470736479666092
2781,0.39,Ideal,G,IF,61.6,56.0,4.69,4.73,2.9,964.486283295726,751.5399181371722,-0.941608539858445
2782,0.7,Fair,I,I1,68.6,57.0,5.46,5.34,3.71,2570.2674977629886,3162.5529569751097,-0.35667494393873245
2783,1.2,Premium,G,SI2,62.6,61.0,6.73,6.68,4.2,6342.056693904903,7051.283664778235,0.1823215567939546
2784,2.0,Very Good,H,SI2,61.0,57.0,8.02,8.18,4.94,14927.281123441508,13273.252797263238,0.6931471805599453
2785,0.54,Very Good,I,VS2,62.3,56.0,5.17,5.22,3.24,1663.8740631244978,1918.15913047811,-0.616186139423817
2786,0.54,Ideal,D,VS2,61.1,56.0,5.29,5.25,3.22,1663.8740631244978,1918.15913047811,-0.616186139423817
2787,1.6,Very Good,I,VS1,62.3,59.0,7.46,7.51,4.66,10270.44346395339,10162.268231020736,0.47000362924573563
2788,0.37,Ideal,E,VS1,61.4,55.0,4.62,4.66,2.85,883.0491209618087,595.990689825047,-0.9942522733438669
2789,1.09,Ideal,G,VVS2,61.8,56.0,6.58,6.62,4.08,5398.361258379835,6195.762909061548,0.08617769624105241
2790,0.71,Ideal,G,VS1,61.5,56.0,5.74,5.78,3.54,2632.0923079581053,3240.327571131172,-0.342490308946776
2791,1.0,Premium,D,SI1,59.2,62.0,6.54,6.49,3.86,4672.470742601347,5495.791381656985,0.0
2792,0.33,Ideal,E,VS2,61.5,57.0,4.41,4.47,2.73,728.9929808348528,284.8922332007969,-1.1086626245216111
2793,1.2,Very Good,I,VS1,62.6,59.0,6.69,6.73,4.2,6342.056693904903,7051.283664778235,0.1823215567939546
2794,1.21,Premium,G,VS1,62.7,58.0,6.76,6.85,4.27,6430.867017572213,7129.058278934299,0.1906203596086497
2795,0.42,Ideal,E,VVS2,62.3,55.0,4.81,4.76,2.98,1092.0128089311283,984.8637606053594,-0.8675005677047231
2796,0.31,Good,G,VS1,63.2,56.0,4.28,4.29,2.71,656.4845266114595,129.3430048886721,-1.171182981502945
2797,1.01,Premium,D,VVS2,62.4,58.0,6.44,6.39,4.0,4751.031285514873,5573.565995813048,0.009950330853168092
2798,0.99,Fair,J,I1,73.6,60.0,6.01,5.8,4.35,4594.439244930437,5418.016767500923,-0.01005033585350145
2799,1.07,Premium,H,VS2,60.6,60.0,6.66,6.63,4.03,5233.410568281698,6040.2136807494235,0.06765864847381486
2800,0.92,Premium,F,SI2,61.8,58.0,6.19,6.23,3.84,4063.180116596073,4873.594468408485,-0.08338160893905101
2801,1.04,Very Good,G,VVS2,62.8,54.0,6.39,6.5,4.05,4989.870251333483,5806.889838281236,0.03922071315328133
2802,0.3,Premium,G,VVS1,62.6,58.0,4.27,4.29,2.68,621.3865913129209,51.56839073260926,-1.2039728043259361
2803,0.62,Very Good,D,VVS2,58.1,63.0,5.59,5.66,3.27,2097.2906245450113,2540.3560437266096,-0.4780358009429998
2804,0.7,Ideal,F,SI2,62.1,57.0,5.65,5.69,3.52,2570.2674977629886,3162.5529569751097,-0.35667494393873245
2805,1.0,Premium,G,SI2,60.7,59.0,6.45,6.41,3.9,4672.470742601347,5495.791381656985,0.0
2806,1.03,Ideal,G,SI1,60.8,57.0,6.52,6.47,3.95,4909.732711315087,5729.115224125173,0.02955880224154443
2807,0.71,Ideal,G,VVS1,61.1,57.0,5.76,5.8,3.53,2632.0923079581053,3240.327571131172,-0.342490308946776
2808,0.3,Ideal,H,VVS1,62.5,53.8,4.31,4.33,2.69,621.3865913129209,51.56839073260926,-1.2039728043259361
2809,0.4,Good,I,VS1,63.8,55.0,4.69,4.65,2.98,1006.2848951620792,829.3145322932346,-0.916290731874155
2810,0.5,Good,E,VS2,64.1,58.0,5.03,5.01,3.22,1462.5558840840129,1607.0606738538595,-0.6931471805599453
2811,0.26,Very Good,E,VVS2,62.9,56.0,4.07,4.1,2.57,488.90109568868417,-259.5300658916408,-1.3470736479666092
2812,0.33,Very Good,G,VS2,62.1,56.0,4.41,4.44,2.75,728.9929808348528,284.8922332007969,-1.1086626245216111
2813,0.4,Ideal,D,VVS2,62.2,55.0,4.74,4.72,2.94,1006.2848951620792,829.3145322932346,-0.916290731874155
2814,0.53,Very Good,E,SI1,63.0,55.0,5.14,5.18,3.25,1612.5654587464296,1840.3845163220476,-0.6348782724359695
2815,0.7,Very Good,F,SI1,62.3,57.0,5.65,5.69,3.53,2570.2674977629886,3162.5529569751097,-0.35667494393873245
2816,0.36,Ideal,E,VS2,61.9,56.0,4.55,4.56,2.82,843.4229357517228,518.2160756689846,-1.0216512475319814
2817,0.48,Premium,E,SI2,62.9,60.0,4.93,4.9,3.09,1365.8546424166577,1451.5114455417347,-0.7339691750802004
2818,0.72,Ideal,D,SI1,60.5,56.0,5.79,5.84,3.52,2694.5083150836263,3318.1021852872345,-0.3285040669720361
2819,0.51,Very Good,F,VS2,58.6,58.0,5.22,5.29,3.08,1511.9022891473296,1684.835288009922,-0.6733445532637656
2820,0.26,Ideal,G,VS1,62.5,53.0,4.1,4.13,2.57,488.90109568868417,-259.5300658916408,-1.3470736479666092
2821,1.0,Good,F,I1,64.2,59.0,6.26,6.3,4.03,4672.470742601347,5495.791381656985,0.0
2822,0.26,Ideal,F,IF,62.0,56.0,4.07,4.1,2.53,488.90109568868417,-259.5300658916408,-1.3470736479666092
2823,0.32,Ideal,G,VVS1,60.2,56.0,4.45,4.49,2.69,692.3559648221893,207.11761904473406,-1.1394342831883648
2824,0.79,Premium,G,VS1,61.3,59.0,5.97,5.91,3.64,3147.7550845537576,3862.524484379673,-0.23572233352106983
2825,1.07,Ideal,H,VS2,62.1,57.0,6.53,6.49,4.04,5233.410568281698,6040.2136807494235,0.06765864847381486
2826,0.9,Premium,D,SI2,58.1,60.0,6.26,6.24,3.63,3916.2557342213877,4718.04524009636,-0.10536051565782628
2827,2.35,Premium,J,VS1,60.7,60.0,8.64,8.6,5.23,19558.823891618304,15995.364292725426,0.8544153281560676
2828,1.11,Ideal,I,VS1,63.0,56.0,6.61,6.57,4.15,5565.369822768381,6351.312137373674,0.10436001532424286
2829,0.36,Good,E,VVS1,58.2,56.0,4.68,4.74,2.74,843.4229357517228,518.2160756689846,-1.0216512475319814
2830,0.3,Good,F,VVS1,61.1,61.0,4.29,4.32,2.63,621.3865913129209,51.56839073260926,-1.2039728043259361
2831,0.53,Ideal,G,VS1,61.8,55.0,5.17,5.22,3.21,1612.5654587464296,1840.3845163220476,-0.6348782724359695
2832,0.79,Premium,J,SI1,58.8,62.0,6.03,6.01,3.54,3147.7550845537576,3862.524484379673,-0.23572233352106983
2833,0.33,Premium,D,SI2,61.6,59.0,4.42,4.41,2.72,728.9929808348528,284.8922332007969,-1.1086626245216111
2834,1.36,Premium,I,VS1,62.0,59.0,7.1,7.06,4.39,7821.983978621384,8295.677491275237,0.3074846997479607
2835,1.03,Very Good,H,SI2,60.9,57.0,6.5,6.58,3.98,4909.732711315087,5729.115224125173,0.02955880224154443
2836,0.42,Premium,G,VVS1,59.8,58.0,4.88,4.85,2.91,1092.0128089311283,984.8637606053594,-0.8675005677047231
2837,0.32,Ideal,H,VVS1,61.6,54.0,4.42,4.45,2.73,692.3559648221893,207.11761904473406,-1.1394342831883648
2838,0.56,Ideal,E,VS1,61.8,56.0,5.28,5.33,3.28,1768.4256633686064,2073.7083587902353,-0.579818495252942
2839,0.34,Premium,G,VVS1,59.0,62.0,4.6,4.56,2.7,766.3879710269738,362.6668473568593,-1.0788096613719298
2840,0.5,Very Good,D,VS1,59.8,58.0,5.12,5.14,3.07,1462.5558840840129,1607.0606738538595,-0.6931471805599453
2841,3.11,Fair,J,I1,65.9,57.0,9.15,9.02,5.98,31279.669707713198,21906.234968586177,1.1346227261911428
2842,0.56,Ideal,D,VS2,60.9,56.0,5.35,5.32,3.25,1768.4256633686064,2073.7083587902353,-0.579818495252942
2843,0.3,Ideal,E,VVS1,60.6,57.0,4.33,4.35,2.63,621.3865913129209,51.56839073260926,-1.2039728043259361
2844,0.37,Ideal,E,VS1,61.6,54.7,4.61,4.63,2.85,883.0491209618087,595.990689825047,-0.9942522733438669
2845,0.53,Ideal,G,VS2,61.6,56.0,5.24,5.19,3.21,1612.5654587464296,1840.3845163220476,-0.6348782724359695
2846,1.6,Very Good,D,SI2,60.6,58.0,7.55,7.61,4.59,10270.44346395339,10162.268231020736,0.47000362924573563
2847,0.31,Ideal,D,SI1,62.1,56.0,4.33,4.37,2.7,656.4845266114595,129.3430048886721,-1.171182981502945
2848,1.54,Very Good,J,VS1,63.5,57.0,7.27,7.37,4.65,9633.274037397745,9695.620546084361,0.43178241642553783
2849,0.33,Very Good,G,VVS2,62.8,57.0,4.39,4.47,2.78,728.9929808348528,284.8922332007969,-1.1086626245216111
2850,0.31,Good,H,VS2,63.5,57.0,4.32,4.34,2.75,656.4845266114595,129.3430048886721,-1.171182981502945
2851,0.71,Premium,G,SI1,58.5,58.0,5.87,5.82,3.42,2632.0923079581053,3240.327571131172,-0.342490308946776
2852,1.01,Premium,F,SI2,61.1,57.0,6.48,6.44,3.95,4751.031285514873,5573.565995813048,0.009950330853168092
2853,0.3,Ideal,F,VVS1,61.9,58.0,4.26,4.3,2.65,621.3865913129209,51.56839073260926,-1.2039728043259361
2854,1.31,Ideal,H,VS1,62.5,56.0,6.95,7.03,4.37,7346.109253546874,7906.804420494924,0.2700271372130602
2855,0.71,Ideal,I,VS2,61.6,57.0,5.7,5.62,3.49,2632.0923079581053,3240.327571131172,-0.342490308946776
