carat,cut,color,clarity,depth,table,x,y,z,cut_num,color_num,clarity_num,price_predicted
0.36,Ideal,D,VS2,61.1,57.0,4.62,4.58,2.81,5,7,4,1195.723752095446
1.25,Premium,I,VS2,62.2,57.0,6.92,6.84,4.28,4,2,4,6941.501999226024
1.01,Very Good,G,SI1,60.0,58.0,6.51,6.55,3.92,3,4,3,4893.961802335594
1.54,Very Good,G,IF,59.4,60.0,7.55,7.61,4.5,3,4,8,12216.956025435098
0.54,Ideal,H,SI1,61.1,56.0,5.25,5.27,3.21,5,3,3,806.7159255465276
1.07,Ideal,H,VS2,61.8,56.0,6.52,6.55,4.04,5,3,4,5853.183603505383
0.25,Ideal,E,VVS2,61.6,57.0,4.08,4.1,2.52,5,6,6,1134.7926489605752
0.32,Ideal,D,SI1,59.6,57.0,4.47,4.42,2.65,5,7,3,528.3060458525397
0.35,Very Good,E,VS2,60.2,60.0,4.54,4.57,2.74,3,6,4,598.8399201670309
0.42,Ideal,E,SI1,62.6,57.0,4.81,4.84,3.02,5,6,3,724.7433869150823
1.11,Very Good,H,SI2,59.0,59.0,6.79,6.82,4.02,3,3,2,4963.879791929451
1.51,Premium,H,SI2,62.3,62.0,7.32,7.21,4.51,4,3,2,8602.396588535963
1.01,Good,F,VS2,65.2,57.0,6.19,6.23,4.05,2,5,4,5476.56187493281
0.32,Ideal,H,VVS1,62.0,55.0,4.42,4.45,2.75,5,3,7,1125.5660305115098
0.33,Ideal,I,VVS1,62.2,54.0,4.43,4.45,2.76,5,2,7,911.4748045693213
0.28,Ideal,G,IF,61.3,57.0,4.25,4.27,2.6,5,4,8,1678.376091235934
0.32,Very Good,I,SI2,63.4,56.0,4.37,4.34,2.76,3,2,2,-2028.2216845634885
0.73,Ideal,E,VS1,61.4,55.0,5.8,5.82,3.57,5,6,5,4336.176945929237
1.02,Premium,F,SI2,63.0,58.0,6.44,6.38,4.04,4,5,2,4752.329374887783
1.51,Ideal,E,SI2,62.9,57.0,7.29,7.23,4.57,5,6,2,9799.343530574297
0.26,Very Good,E,VVS1,61.5,56.0,4.1,4.15,2.53,3,6,7,1520.7810909956536
0.55,Ideal,I,VVS1,61.7,56.0,5.24,5.29,3.25,5,2,7,2544.932250039535
0.32,Ideal,G,SI1,61.4,57.0,4.41,4.38,2.7,5,4,3,-537.997750292971
1.51,Very Good,F,SI1,62.6,57.0,7.25,7.31,4.56,3,5,3,9802.000851789819
1.73,Premium,F,SI2,63.0,60.0,7.63,7.52,4.77,4,5,2,11359.192319746071
0.43,Ideal,G,VS1,61.9,55.0,4.86,4.84,3.0,5,4,5,1248.01071371834
0.43,Very Good,E,VVS2,60.8,57.0,4.89,4.92,2.98,3,6,6,2168.3259745791847
1.0,Premium,D,SI1,61.5,60.0,6.34,6.38,3.91,4,7,3,5853.967871705281
0.57,Premium,E,SI1,62.5,57.0,5.28,5.22,3.28,4,6,3,1810.306834776905
1.1,Ideal,E,SI2,61.6,56.0,6.66,6.63,4.09,5,6,2,6039.496629875497
1.2,Ideal,E,VVS1,60.1,61.0,6.83,6.91,4.13,5,6,7,9469.340557720963
0.4,Ideal,I,IF,62.2,56.0,4.75,4.71,2.94,5,2,8,1819.4290366774371
0.24,Very Good,E,VVS2,62.9,57.0,3.96,3.99,2.5,3,6,6,790.45286488904
0.92,Very Good,G,SI1,61.8,54.0,6.25,6.37,3.9,3,4,3,4103.964420345193
0.27,Very Good,E,VVS1,60.9,59.0,4.17,4.21,2.55,3,6,7,1535.2379702620206
0.43,Premium,H,I1,62.0,59.0,4.83,4.78,2.98,4,3,1,-1274.9099739097564
1.0,Fair,H,SI2,66.1,59.0,6.18,6.13,4.07,1,3,2,3480.273944188772
1.01,Ideal,F,VS2,60.3,56.0,6.56,6.5,3.94,5,5,4,5931.839275392926
0.97,Premium,F,SI2,59.9,59.0,6.45,6.38,3.84,4,5,2,4437.066908126855
0.3,Very Good,E,SI1,62.9,56.0,4.24,4.31,2.69,3,6,3,-286.51482093337063
1.53,Very Good,E,VS2,61.2,60.0,7.49,7.4,4.56,3,6,4,10655.531488363002
0.71,Premium,J,SI1,62.4,61.0,5.68,5.63,3.53,4,1,3,1251.3800223992325
1.0,Premium,D,SI2,60.3,58.0,6.48,6.45,3.9,4,7,2,5377.080635931331
0.75,Very Good,D,SI1,59.7,62.0,5.89,5.94,3.53,3,7,3,3521.4916449060397
1.04,Ideal,G,VS2,61.6,55.0,6.51,6.55,4.02,5,4,4,5901.10636316283
0.24,Very Good,F,VVS1,63.5,54.0,3.92,3.96,2.5,3,5,7,1031.9152118094444
0.28,Good,H,VVS1,56.0,64.0,4.38,4.41,2.46,2,3,7,639.4995857591916
1.0,Ideal,H,SI1,61.9,57.0,6.43,6.39,3.97,5,3,3,4635.3933705998525
0.7,Very Good,G,SI1,63.0,59.0,5.64,5.67,3.56,3,4,3,2033.7176085863346
1.86,Very Good,J,VS2,62.5,55.0,7.81,7.9,4.91,3,1,4,12377.035350679957
1.65,Ideal,J,SI1,62.5,56.0,7.59,7.54,4.73,5,1,3,9992.517736020061
0.51,Premium,F,SI1,62.7,62.0,5.09,4.96,3.15,4,5,3,859.3030539617689
1.09,Premium,E,VVS2,59.9,59.0,6.73,6.7,4.02,4,6,6,7806.424986842977
2.47,Premium,J,SI2,59.4,59.0,8.85,8.79,5.24,4,1,2,17373.650775967315
1.0,Ideal,D,VS1,62.4,55.0,6.4,6.43,4.0,5,7,5,6966.304758407818
0.3,Ideal,G,VS1,61.8,54.0,4.32,4.29,2.66,5,4,5,370.11994149296424
1.07,Ideal,E,VVS2,61.8,54.0,6.56,6.61,4.07,5,6,6,7835.71882022994
0.7,Very Good,E,SI2,63.1,56.0,5.66,5.63,3.56,3,6,2,2232.2111688859395
0.38,Ideal,F,VVS1,61.9,54.0,4.67,4.7,2.9,5,5,7,2227.859840325902
1.37,Ideal,I,VS2,61.5,55.0,7.18,7.2,4.42,5,2,4,8246.927090304102
0.42,Ideal,F,VS1,61.6,56.0,4.82,4.8,2.96,5,5,5,1499.3909555738583
0.3,Ideal,H,IF,62.1,57.0,4.29,4.31,2.67,5,3,8,1467.284336068631
1.04,Premium,H,SI1,60.7,62.0,6.57,6.51,3.97,4,3,3,4794.303744197449
0.75,Premium,F,VVS2,62.4,57.0,5.88,5.75,3.63,4,5,6,4392.776755969426
0.7,Premium,G,VS2,61.6,58.0,5.69,5.73,3.52,4,4,4,2750.772901394499
0.55,Ideal,E,VS1,61.5,57.0,5.23,5.27,3.23,5,6,5,2842.6288200000467
2.0,Ideal,H,VS2,60.5,56.0,8.34,8.22,5.01,5,3,4,14441.521084915283
0.7,Ideal,I,VVS2,62.3,55.0,5.66,5.7,3.54,5,2,6,3267.3121700650995
0.31,Good,G,VVS1,58.0,62.0,4.42,4.47,2.58,2,4,7,1137.1488041078246
1.51,Fair,G,I1,65.6,54.0,7.28,7.1,4.72,1,4,1,8024.432360475479
1.06,Ideal,I,SI1,61.9,54.0,6.56,6.59,4.07,5,2,3,4927.101222381343
0.63,Good,F,SI2,64.2,56.0,5.4,5.34,3.45,2,5,2,1173.1263088097767
0.3,Ideal,H,VVS2,61.3,56.0,4.35,4.33,2.66,5,3,6,506.5253248174895
0.5,Ideal,D,VVS2,61.9,55.1,5.07,5.1,3.15,5,7,6,3283.5342712795996
0.35,Ideal,E,VVS1,62.2,56.0,4.53,4.51,2.81,5,6,7,2276.6137520521697
0.46,Premium,E,VS1,61.9,58.0,4.94,4.91,3.05,4,6,5,1949.317866887427
0.5,Very Good,G,SI1,62.8,56.0,5.05,5.08,3.18,3,4,3,496.80004315715087
0.7,Good,D,SI1,58.8,64.0,5.74,5.79,3.39,2,7,3,3020.629735577127
0.7,Very Good,E,VS1,63.4,62.0,5.64,5.56,3.55,3,6,5,3562.0820007651287
0.32,Ideal,D,VS2,61.9,55.0,4.43,4.39,2.73,5,7,4,922.0543020484138
1.28,Premium,G,VS1,60.9,58.0,7.09,7.01,4.29,4,4,5,8342.179124765244
1.01,Good,G,SI2,63.7,59.0,6.38,6.31,4.04,2,4,2,4050.0354251435574
0.7,Very Good,G,SI2,63.3,57.0,5.61,5.51,3.52,3,4,2,1587.6519283523778
0.71,Very Good,F,SI1,61.8,58.0,5.72,5.81,3.56,3,5,3,2521.7688228711986
1.51,Very Good,I,SI1,63.1,56.0,7.28,7.33,4.61,3,2,3,8784.97691988614
1.28,Very Good,F,VVS2,58.9,57.0,7.13,7.17,4.21,3,5,6,9210.30011252183
1.28,Ideal,F,SI2,59.7,57.0,7.12,7.06,4.23,5,5,2,7393.120414198296
1.01,Very Good,E,VS2,62.0,55.0,6.42,6.46,3.99,3,6,4,6030.680171697279
0.32,Ideal,F,VVS2,62.1,55.0,4.37,4.39,2.72,5,5,6,1313.32109684506
0.7,Ideal,G,VVS2,60.8,56.0,5.75,5.79,3.51,5,4,6,3931.726730815385
0.33,Premium,I,SI1,60.4,59.0,4.54,4.5,2.73,4,2,3,-1286.4410295948046
0.35,Good,D,SI1,63.3,56.0,4.5,4.53,2.86,2,7,3,183.1864042064276
1.23,Ideal,H,SI2,62.4,57.0,6.79,6.84,4.25,5,3,2,6277.837802704603
1.11,Ideal,F,SI1,61.1,57.0,6.67,6.69,4.08,5,5,3,6332.842006305427
1.71,Very Good,D,SI2,63.5,59.0,7.57,7.59,4.81,3,7,2,11709.44753556077
1.5,Very Good,E,VS2,62.1,60.0,7.27,7.31,4.53,3,6,4,10459.772388997471
0.7,Very Good,E,VS2,58.8,56.0,5.79,5.84,3.42,3,6,4,3477.613746575952
0.33,Very Good,H,SI1,63.0,58.0,4.4,4.42,2.78,3,3,3,-1142.7890813982685
0.32,Ideal,E,VS2,61.6,56.0,4.4,4.43,2.72,5,6,4,627.803371666038
1.57,Ideal,J,VVS2,61.4,57.0,7.5,7.45,4.59,5,1,6,10765.869594486572
0.52,Ideal,H,SI1,61.9,56.0,5.16,5.22,3.2,5,3,3,605.962763062791
0.32,Premium,F,VVS1,60.7,58.0,4.4,4.43,2.68,4,5,7,1703.9799420134725
0.34,Very Good,I,SI1,60.4,56.0,4.54,4.56,2.75,3,2,3,-1216.3432107553263
1.74,Premium,D,SI2,61.9,58.0,7.73,7.67,4.77,4,7,2,12170.574596337254
0.4,Very Good,F,IF,62.8,57.0,4.65,4.68,2.93,3,5,8,2570.180377819473
0.32,Ideal,G,SI2,61.6,56.0,4.4,4.43,2.72,5,4,2,-1016.2793527661288
2.26,Ideal,I,SI1,62.4,57.0,8.43,8.37,5.24,5,2,3,16195.483506916778
1.0,Fair,G,VS2,44.0,53.0,6.31,6.24,4.12,1,4,4,6624.429040845249
0.8,Very Good,D,SI1,62.9,60.0,5.89,5.94,3.72,3,7,3,3846.396601282485
1.09,Ideal,E,SI2,61.9,55.0,6.6,6.64,4.1,5,6,2,5988.01755753404
0.9,Ideal,E,VS2,62.7,56.0,6.14,6.18,3.86,5,6,4,5242.230137024254
0.76,Ideal,H,SI1,62.4,55.0,5.87,5.83,3.65,5,3,3,2543.8088666523354
1.54,Ideal,G,VS2,61.4,57.0,7.47,7.42,4.57,5,4,4,10439.041537675326
0.55,Ideal,E,SI1,61.7,57.0,5.27,5.23,3.24,5,6,3,1788.7490832529352
0.32,Ideal,G,IF,61.4,55.0,4.42,4.44,2.72,5,4,8,1998.462688769812
0.93,Premium,F,SI1,62.5,58.0,6.22,6.19,3.88,4,5,3,4516.574429875197
0.39,Premium,H,VS1,61.7,57.0,4.68,4.65,2.88,4,3,5,501.2574118988887
0.51,Very Good,H,SI1,62.0,57.0,5.11,5.19,3.19,3,3,3,269.2763764833535
0.34,Ideal,E,SI1,62.9,55.0,4.5,4.47,2.82,5,6,3,168.06258822559357
0.31,Good,F,SI1,64.1,61.0,4.29,4.2,2.72,2,5,3,-903.9604902990541
0.7,Premium,F,SI2,61.9,62.0,5.69,5.66,3.51,4,5,2,1945.5611600427046
0.36,Premium,J,SI1,61.6,60.0,4.54,4.58,2.81,4,1,3,-1407.4293540892786
0.53,Premium,E,VS2,59.8,58.0,5.26,5.27,3.15,4,6,4,2095.2926044734727
0.32,Good,I,SI1,63.5,57.0,4.3,4.33,2.74,2,2,3,-1616.1420205691638
0.31,Ideal,G,IF,62.6,57.0,4.32,4.3,2.7,5,4,8,1828.5326479303653
0.44,Very Good,J,VS1,61.9,57.0,4.83,4.9,3.01,3,1,5,125.71949439206992
1.02,Very Good,D,VS2,62.7,58.0,6.35,6.44,4.01,3,7,4,6392.028090820078
2.09,Ideal,H,SI2,60.6,57.0,8.3,8.2,5.0,5,3,2,14436.384037375856
1.5,Ideal,D,VS2,62.6,56.0,7.21,7.27,4.53,5,7,4,11142.010443738005
0.91,Very Good,G,SI2,63.4,60.0,6.11,6.06,3.86,3,4,2,3329.391225542679
0.33,Ideal,F,VVS2,61.8,54.0,4.47,4.5,2.77,5,5,6,1379.8586343618404
1.01,Good,F,VVS2,62.7,61.0,6.3,6.34,3.96,2,5,6,6480.516586870934
0.41,Ideal,F,VVS1,60.9,56.0,4.83,4.79,2.93,5,5,7,2435.9669114315834
0.32,Ideal,H,VVS1,61.9,55.0,4.37,4.38,2.71,5,3,7,1181.2186213527152
1.17,Good,H,SI2,63.8,58.0,6.57,6.73,4.24,2,3,2,5324.135811167995
0.32,Ideal,I,VS1,62.4,54.0,4.36,4.39,2.73,5,2,5,-145.37813345114137
1.3,Ideal,G,VS2,61.9,55.0,7.04,7.01,4.35,5,4,4,8222.574132706608
1.01,Good,D,SI2,64.5,58.0,6.18,6.26,4.01,2,7,2,5171.909813280119
0.3,Ideal,F,IF,60.4,60.0,4.32,4.35,2.62,5,5,8,2151.510075905006
0.8,Ideal,G,SI2,61.6,56.0,5.97,6.01,3.69,5,4,2,2757.289127311056
0.36,Ideal,D,SI1,59.5,56.0,4.68,4.63,2.77,5,7,3,802.4558799202637
1.21,Premium,J,VS2,61.9,58.0,6.84,6.79,4.22,4,1,4,6255.487357566022
0.71,Fair,H,VS2,62.1,70.0,5.67,5.6,3.5,1,3,4,1836.7758086385275
0.65,Very Good,I,VVS1,61.8,56.0,5.53,5.57,3.43,3,2,7,3118.4321315144807
1.01,Premium,E,VS2,62.2,58.0,6.41,6.36,3.97,4,6,4,6061.679197170654
0.51,Ideal,G,VS1,61.7,56.0,5.1,5.2,3.18,5,4,5,1890.479785327392
1.5,Ideal,I,VVS2,60.7,60.0,7.35,7.4,4.48,5,2,6,10448.345689493184
0.5,Ideal,D,VS2,61.9,59.0,5.07,5.1,3.15,5,7,4,2184.1992442922315
0.25,Very Good,D,VVS1,63.8,54.0,3.94,3.99,2.53,3,7,7,1744.3968637088294
1.01,Fair,D,SI1,65.9,60.0,6.32,6.18,4.12,1,7,3,5238.143811545744
0.72,Premium,E,SI2,61.6,59.0,5.83,5.68,3.55,4,6,2,2456.611014325406
0.32,Ideal,D,SI1,59.3,55.0,4.51,4.53,2.68,5,7,3,569.9444157665375
0.37,Premium,I,VS1,61.4,59.0,4.61,4.55,2.81,4,2,5,-2.4177708942170284
0.36,Ideal,H,VS2,61.0,57.0,4.59,4.63,2.81,5,3,4,-59.64499658731165
0.33,Premium,E,SI1,60.2,58.0,4.55,4.49,2.72,4,6,3,41.32730040457909
0.7,Premium,H,SI1,59.0,60.0,5.86,5.81,3.44,4,3,3,1937.180670050523
1.02,Ideal,G,VS2,61.9,53.0,6.5,6.48,4.02,5,4,4,5715.6944381043095
1.04,Ideal,G,VS1,61.9,57.0,6.51,6.55,4.04,5,4,5,6320.888578789328
0.32,Ideal,G,VVS2,61.5,57.0,4.43,4.39,2.71,5,4,6,929.9092283333671
1.12,Ideal,G,VVS2,61.6,55.0,6.68,6.74,4.13,5,4,6,7614.859537283096
1.64,Premium,E,SI1,61.8,59.0,7.55,7.51,4.65,4,6,3,11402.691173337827
0.55,Very Good,F,SI1,59.5,61.0,5.28,5.41,3.18,3,5,3,1303.9933754892297
0.3,Ideal,G,SI1,62.3,54.0,4.29,4.32,2.68,5,4,3,-639.2258492185365
0.57,Ideal,G,VS1,62.5,54.2,5.29,5.31,3.31,5,4,5,2345.4411524627617
0.51,Ideal,G,SI2,62.0,56.0,5.13,5.16,3.19,5,4,2,339.51823628723196
1.52,Ideal,I,SI2,60.2,57.0,7.47,7.38,4.47,5,2,2,8679.779018443549
0.4,Ideal,F,SI1,62.6,54.0,4.77,4.7,2.96,5,5,3,296.78529097190767
0.3,Ideal,D,SI1,61.0,56.0,4.35,4.37,2.66,5,7,3,331.7876136542718
2.05,Very Good,E,SI2,62.5,56.0,8.08,8.17,5.08,3,6,2,14800.362519070357
0.53,Ideal,E,VS1,60.1,57.0,5.25,5.31,3.17,5,6,5,2724.962929850865
0.3,Ideal,E,SI2,62.1,54.0,4.32,4.35,2.69,5,6,2,-502.1484904012518
0.32,Ideal,F,VS1,61.3,55.0,4.43,4.46,2.72,5,5,5,826.3158125829355
1.39,Very Good,I,VS1,62.2,57.0,7.17,7.1,4.44,3,2,5,8619.168711094577
0.71,Very Good,D,VS2,63.0,58.0,5.65,5.68,3.57,3,7,4,3629.1134753526785
0.3,Ideal,F,IF,61.1,57.0,4.39,4.35,2.67,5,5,8,2102.7373819986624
0.5,Fair,D,SI1,64.6,58.0,5.0,4.97,3.22,1,7,3,1068.19690825834
0.55,Ideal,G,VS2,61.1,57.0,5.29,5.31,3.24,5,4,4,1673.6478194540455
0.9,Fair,J,SI1,64.6,61.0,5.92,5.87,3.81,1,1,3,2559.6252941543107
1.28,Ideal,I,SI2,62.5,59.0,6.88,6.95,4.32,5,2,2,6356.484824184643
0.41,Very Good,D,SI2,59.9,60.0,4.78,4.8,2.87,3,7,2,380.89273896306486
1.13,Good,F,SI2,64.0,58.0,6.52,6.58,4.19,2,5,2,5560.365931862943
0.71,Ideal,G,VVS2,62.5,57.0,5.7,5.73,3.57,5,4,6,3916.4311150771173
1.01,Premium,F,VS2,62.3,58.0,6.34,6.3,3.94,4,5,4,5796.053246594072
1.13,Premium,G,SI2,61.5,59.0,6.73,6.69,4.13,4,4,2,5464.444470867637
1.0,Ideal,I,SI2,58.8,55.0,6.53,6.46,3.82,5,2,2,4039.603968176525
1.0,Very Good,H,SI1,63.6,54.0,6.33,6.37,4.04,3,3,3,4424.44804037327
2.0,Fair,H,I1,66.8,57.0,7.81,7.72,5.19,1,3,1,12391.348983800086
0.43,Very Good,D,SI2,63.4,57.0,4.81,4.78,3.04,3,7,2,350.81941857598576
0.47,Premium,G,SI1,59.5,60.0,5.09,5.06,3.02,4,4,3,425.06702730261304
1.33,Premium,I,VS1,61.5,58.0,7.02,7.06,4.33,4,2,5,8260.534355051597
1.22,Premium,I,SI2,62.3,58.0,6.85,6.8,4.25,4,2,2,5647.846635550734
0.32,Premium,H,VS2,61.4,60.0,4.41,4.39,2.7,4,3,4,-561.0576888770488
0.33,Very Good,G,VS2,60.6,61.0,4.46,4.49,2.71,3,4,4,-252.07772064750634
0.24,Ideal,F,IF,62.9,55.0,3.96,3.98,2.5,5,5,8,1755.0715365905442
0.33,Premium,H,VS2,58.8,62.0,4.53,4.49,2.65,4,3,4,-397.2792950972553
1.01,Premium,D,VS2,60.4,58.0,6.57,6.47,3.94,4,7,4,6387.797409801002
0.54,Premium,F,SI1,62.3,58.0,5.26,5.2,3.26,4,5,3,1166.9923711340425
0.32,Premium,G,VVS2,62.3,58.0,4.35,4.38,2.72,4,4,6,793.5521842896537
1.45,Premium,F,VS2,61.1,58.0,7.31,7.23,4.44,4,5,4,9806.750496747589
0.3,Very Good,H,VS1,62.4,60.0,4.23,4.29,2.66,3,3,5,-313.69559207670227
1.2,Very Good,J,VS1,59.1,61.0,6.94,7.0,4.12,3,1,5,6597.470937076896
1.01,Ideal,G,VS1,61.8,58.0,6.4,6.42,3.96,5,4,5,6078.356973242369
1.04,Very Good,H,SI1,62.8,57.0,6.44,6.48,4.06,3,3,3,4749.176180535645
1.5,Fair,H,SI1,65.0,57.0,7.1,7.06,4.6,1,3,3,8737.2651575845
1.07,Ideal,E,SI2,61.4,57.0,6.62,6.57,4.05,5,6,2,5738.568358032817
0.31,Ideal,F,VVS1,61.4,56.0,4.37,4.4,2.69,5,5,7,1735.642819750616
1.0,Very Good,E,SI2,62.6,58.0,6.33,6.39,3.98,3,6,2,4879.228454970096
1.68,Ideal,D,SI2,62.7,55.0,7.45,7.58,4.71,5,7,2,11911.47528479926
0.9,Premium,H,SI2,62.1,59.0,6.13,6.04,3.78,4,3,2,3134.631880916107
0.91,Premium,F,VS2,62.2,58.0,6.17,6.21,3.85,4,5,4,4870.7961528889755
1.39,Ideal,G,IF,60.6,55.0,7.27,7.21,4.39,5,4,8,11098.502893067933
0.41,Ideal,E,VVS2,60.0,57.0,4.81,4.85,2.9,5,6,6,2332.392711363229
1.31,Very Good,J,SI1,62.3,55.0,6.98,7.02,4.36,3,1,3,6647.882215258452
1.39,Very Good,G,VS2,62.6,56.0,7.08,7.11,4.44,3,4,4,8847.46022738565
0.4,Good,F,SI1,63.3,58.0,4.69,4.72,2.98,2,5,3,-148.9773619668822
1.45,Fair,J,SI2,58.6,68.0,7.45,7.33,4.34,1,1,2,6978.095983175946
0.32,Ideal,F,VS1,61.7,56.0,4.39,4.42,2.72,5,5,5,803.5421475150647
1.01,Premium,G,VS1,61.2,58.0,6.47,6.33,3.92,4,4,5,5940.2677076287855
0.9,Good,G,SI1,63.9,60.0,6.1,6.07,3.89,2,4,3,3565.0947843386584
1.5,Very Good,H,VS2,63.4,57.0,7.27,7.2,4.59,3,3,4,9451.502918586048
0.41,Ideal,I,VVS1,62.3,53.0,4.77,4.79,2.98,5,2,7,1482.8189539993627
0.74,Premium,G,SI1,60.5,58.0,5.93,5.88,3.57,4,4,3,2556.277267241063
0.4,Premium,E,SI1,61.0,59.0,4.74,4.71,2.88,4,6,3,535.2575855660161
0.9,Premium,E,SI2,59.2,60.0,6.31,6.23,3.71,4,6,2,4159.479414367623
1.3,Premium,H,SI2,60.7,59.0,7.06,7.0,4.27,4,3,2,6762.541558081931
1.53,Premium,E,SI1,61.3,59.0,7.35,7.4,4.52,4,6,3,10431.11738813658
1.02,Premium,E,SI2,59.9,58.0,6.6,6.55,3.94,4,6,2,5193.1814787051935
1.07,Premium,D,SI2,62.6,61.0,6.49,6.42,4.04,4,7,2,5856.8355733447015
0.7,Good,J,VVS2,63.2,55.0,5.63,5.57,3.54,2,1,6,2533.8883184663887
0.77,Premium,H,SI1,60.7,58.0,5.95,5.91,3.6,4,3,3,2525.7181846500125
2.01,Very Good,I,VS1,63.5,59.0,8.03,7.93,5.07,3,2,5,14438.669273502526
0.44,Ideal,G,SI1,62.7,57.0,4.85,4.82,3.03,5,4,3,249.31732731946522
0.57,Ideal,D,SI1,61.4,55.0,5.34,5.35,3.28,5,7,3,2344.7783611965615
2.03,Premium,H,I1,59.4,59.0,8.31,8.22,4.91,4,3,1,13203.926982627845
0.57,Very Good,I,SI1,63.3,56.0,5.29,5.27,3.34,3,2,3,345.27613914591166
0.41,Ideal,E,VVS1,61.1,56.0,4.8,4.82,2.94,5,6,7,2772.3264286393173
1.22,Premium,H,SI1,60.6,60.0,6.92,6.85,4.17,4,3,3,6498.650503904393
0.31,Ideal,G,VVS1,62.0,54.0,4.38,4.39,2.72,5,4,7,1403.263811610315
0.51,Premium,D,SI2,59.5,61.0,5.19,5.16,3.08,4,7,2,1215.1217291626913
0.25,Premium,F,VS1,61.2,59.0,4.05,4.02,2.47,4,5,5,202.0242449633438
1.24,Ideal,G,VVS1,62.3,56.0,6.86,6.89,4.28,5,4,7,9171.311823343654
2.01,Very Good,I,SI1,61.8,62.0,7.98,8.07,4.96,3,2,3,13565.127190837744
0.31,Ideal,F,IF,61.4,56.0,4.4,4.43,2.71,5,5,8,2205.3345556353092
0.56,Ideal,G,VS2,62.1,56.0,5.31,5.29,3.29,5,4,4,1704.207877147008
0.31,Premium,F,VS2,60.7,61.0,4.4,4.36,2.66,4,5,4,18.3853487964152
1.51,Ideal,G,VS2,61.9,57.0,7.37,7.3,4.54,5,4,4,10160.584809664939
1.08,Premium,D,VS2,61.2,60.0,6.63,6.61,4.05,4,7,4,6979.170854840679
1.01,Premium,E,VVS2,61.8,59.0,6.42,6.39,3.96,4,6,6,7057.660337109328
0.56,Premium,F,VS2,60.5,59.0,5.42,5.33,3.25,4,5,4,1860.4733000657338
1.01,Good,G,VS1,63.2,61.0,6.33,6.35,4.01,2,4,5,5585.450812469893
0.35,Very Good,H,VVS1,61.2,60.0,4.5,4.55,2.77,3,3,7,1076.5729893991515
0.51,Very Good,E,VS2,63.3,57.0,5.12,5.05,3.22,3,6,4,1614.0370569705449
0.32,Ideal,J,VS2,62.1,54.0,4.38,4.44,2.74,5,1,4,-960.5084798860244
0.43,Very Good,G,VVS1,61.3,57.0,4.85,4.87,2.98,3,4,7,2014.5031555019605
1.02,Premium,F,SI2,62.5,57.0,6.47,6.43,4.03,4,5,2,4794.092975967344
0.5,Good,G,SI1,63.6,55.0,5.03,5.06,3.21,2,4,3,353.8178160130983
0.78,Ideal,I,VVS2,62.4,56.0,5.87,5.9,3.67,5,2,6,3910.5772815081427
0.25,Ideal,G,VS1,62.5,55.0,4.0,4.02,2.51,5,4,5,41.51302035443041
1.06,Ideal,G,VVS2,61.6,56.3,6.53,6.56,4.03,5,4,6,7064.138851550164
1.53,Very Good,E,SI1,63.5,58.0,7.35,7.29,4.65,3,6,3,10142.0788908012
0.9,Good,F,VS1,63.3,59.0,6.03,6.07,3.83,2,5,5,5032.25926642285
0.31,Premium,G,VS2,61.5,59.0,4.36,4.32,2.67,4,4,4,-282.48746975375343
0.4,Ideal,G,IF,61.1,56.0,4.76,4.79,2.92,5,4,8,2552.0162007342788
0.4,Very Good,G,SI2,63.2,56.0,4.73,4.7,2.98,3,4,2,-829.6190068555306
1.2,Very Good,F,IF,62.3,60.0,6.74,6.8,4.22,3,5,8,9324.446104569397
0.71,Premium,D,SI1,60.6,58.0,5.79,5.77,3.5,4,7,3,3323.0440207564498
0.82,Premium,G,SI2,62.3,58.0,5.96,5.98,3.72,4,4,2,2753.2750162351867
1.01,Ideal,F,VS2,62.0,56.0,6.46,6.51,4.02,5,5,4,5881.939037625613
0.82,Ideal,E,SI1,61.8,55.0,5.97,6.01,3.7,5,6,3,4131.693125302794
0.74,Ideal,D,SI1,61.5,56.0,5.8,5.84,3.58,5,7,3,3738.3810413414676
0.74,Ideal,F,IF,61.9,55.0,5.79,5.84,3.6,5,5,8,5584.965921882415
2.25,Fair,H,I1,67.7,58.0,8.01,7.97,5.41,1,3,1,14840.284254825772
0.59,Very Good,G,VS2,62.8,56.0,5.3,5.34,3.34,3,4,4,1745.0273671503219
1.2,Ideal,I,VS2,62.5,56.0,6.77,6.74,4.22,5,2,4,6656.620388887641
0.52,Very Good,E,VS2,62.8,58.0,5.11,5.14,3.22,3,6,4,1752.0078599618193
0.54,Ideal,H,VS2,62.6,57.0,5.24,5.2,3.27,5,3,4,1157.8878125165556
0.31,Ideal,E,VS2,61.0,56.0,4.41,4.38,2.68,5,6,4,558.316135950191
1.01,Premium,E,I1,59.8,58.0,6.57,6.53,3.92,4,6,1,4622.266137126591
0.37,Ideal,D,VS2,61.4,55.0,4.64,4.67,2.86,5,7,4,1314.6854033929553
1.1,Premium,D,VS2,60.0,59.0,6.67,6.6,3.98,4,7,4,7290.353833854966
0.56,Very Good,H,SI1,59.9,60.0,5.3,5.35,3.19,3,3,3,737.6696101038569
0.29,Ideal,H,VVS1,62.1,55.0,4.28,4.3,2.66,5,3,7,921.4412573871041
0.9,Ideal,F,SI1,61.0,56.0,6.17,6.19,3.77,5,5,3,4538.269760159397
0.91,Premium,G,SI1,58.0,59.0,6.45,6.38,3.72,4,4,3,4118.003828438305
